iata; name; city; state; country; latitude; longitude; x; y; priority
JZI; Charleston Executive; Charleston; SC; USA; 32.700863; -80.002914; 0.83260274; 0.3324076; 2
JZP; Pickens County; Jasper; GA; USA; 34.45148; -84.4566; 0.75154424; 0.3748755; 2
JZZ; Koliganek; Koliganek; AK; USA; 59.726643; -157.25948; 0.17621376; 0.11699611; 2
K01; Farington; Auburn; NE; USA; 40.3875; -95.78916; 0.55907583; 0.56474084; 2
K02; Perryville Municipal; Perryville; MO; USA; 37.868668; -89.86214; 0.655424; 0.48106784; 2
K06; Greater Beardstown; Beardstown; IL; USA; 39.97338; -90.40373; 0.64404213; 0.5544764; 2
K09; Piseco Muni; Piseco; NY; USA; 43.453403; -74.517654; 0.87561524; 0.73411494; 2
K15; Linn Creek-Grand Glaize Memorial; Osage Beach; MO; USA; 38.11045; -92.68055; 0.6095127; 0.48577827; 2
K20; Wendell H. Ford; Hazard; KY; USA; 37.387836; -83.26206; 0.7634587; 0.4821263; 2
K22; Big Sandy Regional; Prestonburg; KY; USA; 37.751026; -82.636696; 0.7725213; 0.49720937; 2
K24; Russell County; Jamestown; KY; USA; 37.00889; -85.102776; 0.73449856; 0.4625141; 2
K29; Council; Council; AK; USA; 64.89788; -163.70345; 0.15828402; 0.1837771; 2
K33; Salem Memorial; Salem; MO; USA; 37.615234; -91.60444; 0.62740546; 0.46946752; 2
K34; Municipal; Gardner; KS; USA; 38.807083; -94.956024; 0.57251287; 0.5089979; 2
K39; St Clair Memorial; St Clair; MO; USA; 38.375942; -90.97074; 0.63688; 0.49720806; 2
K46; Blair Municipal; Blair; NE; USA; 41.418053; -96.113625; 0.5540103; 0.6011474; 2
K54; Teller; Teller; AK; USA; 65.2409; -166.33601; 0.15073416; 0.19017214; 2
K57; Gould Peterson Municipal; Tarkio; MO; USA; 40.44583; -95.362755; 0.5657585; 0.5668529; 2
K59; Amelia Earhart; Atchison; KS; USA; 39.570526; -95.18033; 0.56877697; 0.53594244; 2
K61; Moritz Memorial; Beloit; KS; USA; 39.471153; -98.128784; 0.5219357; 0.532972; 2
K62; Falmouth Pendleton County; Falmouth; KY; USA; 38.704235; -84.3916; 0.74177164; 0.52437705; 2
K67; Oswego Municipal; Oswego; KS; USA; 37.159786; -95.042465; 0.5714748; 0.45069414; 2
K68; Garnett Municipal; Garnett; KS; USA; 38.27919; -95.21692; 0.5684196; 0.49025404; 2
K78; Abilene Municipal; Abilene.; KS; USA; 38.904057; -97.235855; 0.5359708; 0.5124904; 2
K81; Miami County; Paola; KS; USA; 38.537514; -94.92524; 0.57307065; 0.49947077; 2
K82; Smith Center Municipal; Smith Center; KS; USA; 39.761124; -98.793434; 0.51155424; 0.54368377; 2
K83; Sabetha Municipal; Sabetha; KS; USA; 39.904167; -95.779434; 0.559252; 0.54765344; 2
K88; Allen County; Iola; KS; USA; 37.870083; -95.38639; 0.56573695; 0.47574562; 2
K89; Macon-Fower Memorial; Macon; MO; USA; 39.728706; -92.464455; 0.6117469; 0.54319745; 2
K96; Tuscola; Tuscola; IL; USA; 39.780865; -88.30616; 0.6773932; 0.5515899; 2
KAE; Kake SPB; Kake; AK; USA; 56.972996; -133.94562; 0.2662537; 0.10266948; 2
KAL; Kaltag; Kaltag; AK; USA; 64.32572; -158.74414; 0.17319465; 0.17397428; 2
KCC; Coffman Cove SPB; Coffman Cove; AK; USA; 56.003246; -132.84196; 0.27262473; 0.09360343; 2
KCL; Chignik Lagoon; Chignik Flats; AK; USA; 56.311165; -158.53592; 0.1698578; 0.075549364; 2
KEB; English Bay; English Bay; AK; USA; 59.35215; -151.92516; 0.19578208; 0.11209589; 2
KEK; Ekwok; Ekwok; AK; USA; 59.353996; -157.47441; 0.17528722; 0.11248273; 2
KFP; False Pass; False Pass; AK; USA; 54.847446; -163.41032; 0.14882809; 0.061235547; 2
KGX; Grayling; Grayling; AK; USA; 62.89456; -160.06491; 0.16809914; 0.15703166; 2
KIB; Ivanof Bay SPB; Ivanof Bay; AK; USA; 55.897533; -159.48866; 0.1657817; 0.07097542; 2
KIC; Mesa Del Rey; King City; CA; USA; 36.22802; -121.121864; 0.14333734; 0.51002634; 2
KKA; Koyuk; Koyuk; AK; USA; 64.934044; -161.15814; 0.16610214; 0.1825419; 2
KKB; Kitoi Bay SPB; Kitoi Bay; AK; USA; 58.190945; -152.37048; 0.19434531; 0.09773415; 2
KLG; Kalskag; Kalskag; AK; USA; 61.536274; -160.34132; 0.16624439; 0.14054054; 2
KLL; Levelock; Levelock; AK; USA; 59.118164; -156.86522; 0.17746103; 0.10940188; 2
KLS; Kelso-Longview; Kelso; WA; USA; 46.118; -122.89839; 0.17271279; 0.85843205; 2
KNB; Kanab Muni; Kanab; UT; USA; 37.011105; -112.5312; 0.2854117; 0.48503685; 2
KNW; Stuyahok; New Stuyahok; AK; USA; 59.449554; -157.3272; 0.17586534; 0.11361045; 2
KOA; Kona International At Keahole; Kailua/Kona; HI; USA; 19.738766; -156.04562; 0.37957385; 0.07336432; 1
KPB; Point Baker SPB; Point Baker; AK; USA; 56.35186; -133.62259; 0.26884025; 0.09604001; 2
KPH; Pauloff Harbor SPB; Pauloff Harbor; AK; USA; 54.45912; -162.69363; 0.15143394; 0.05582881; 2
KQA; Akutan SPB; Akutan; AK; USA; 54.132465; -165.78531; 0.13808838; 0.055276453; 2
KSM; St. Mary's; St. Mary's; AK; USA; 62.060486; -163.30211; 0.15662217; 0.14895415; 2
KTB; Thorne Bay; Thorne Bay; AK; USA; 55.68796; -132.53668; 0.2745308; 0.09059286; 2
KTN; Ketchikan International; Ketchikan; AK; USA; 55.355568; -131.71375; 0.27851793; 0.08857995; 1
KTS; Brevig Mission; Brevig Mission; AK; USA; 65.33136; -166.46317; 0.15047601; 0.1913827; 2
KVC; King Cove; King Cove; AK; USA; 55.11635; -162.26622; 0.15382126; 0.063435555; 2
KVL; Kivalina; Kivalina; AK; USA; 67.731255; -164.5518; 0.158948; 0.21865213; 2
KWT; Kwethluk; Kwethluk; AK; USA; 60.804253; -161.44534; 0.16185313; 0.13225311; 2
KXA; Kasaan SPB; Kasaan; AK; USA; 55.537415; -132.39752; 0.2754215; 0.08914834; 2
KYK; Karluk; Karluk; AK; USA; 57.567062; -154.45038; 0.18636516; 0.08994228; 2
KYU; Koyukuk; Koyukuk; AK; USA; 64.877144; -157.71584; 0.17664984; 0.18038297; 2
L04; Holtville; Holtville; CA; USA; 32.840324; -115.26748; 0.22363426; 0.35490358; 2
L05; Kern Valley; Kernville; CA; USA; 35.728283; -118.41981; 0.18437049; 0.47411877; 2
L06; Furnace Creek; Death Valley National Park; CA; USA; 36.463837; -116.88144; 0.21279036; 0.48971307; 2
L08; Borrego Valley; Borrego Springs; CA; USA; 33.25903; -116.32097; 0.20760264; 0.37570465; 2
L12; Redlands Municipal; Redlands; CA; USA; 34.085262; -117.14638; 0.19750665; 0.40934193; 2
L15; Henderson; Las Vegas; NV; USA; 35.976364; -115.132774; 0.23906024; 0.46262228; 2
L17; Taft-Kern County; Taft; CA; USA; 35.14108; -119.44123; 0.16478065; 0.46086854; 2
L18; Fallbrook Community Airpark; Fallbrook; CA; USA; 33.3542; -117.25087; 0.19237243; 0.38484985; 2
L19; Wasco-Kern County; Wasco; CA; USA; 35.61968; -119.35372; 0.16865174; 0.4766721; 2
L26; Hesperia; Hesperia; CA; USA; 34.377224; -117.31588; 0.19604322; 0.4204746; 2
L31; Greater St. Tammany Parish; Covington; LA; USA; 30.445055; -89.98888; 0.6631904; 0.21941143; 2
L35; Big Bear City; Big Bear; CA; USA; 34.26362; -116.85448; 0.20318504; 0.41364628; 2
L38; Louisiana Regional; Gonzales; LA; USA; 30.171352; -90.9404; 0.64650697; 0.20814925; 2
L39; Leesville; Leesville; LA; USA; 31.168194; -93.34246; 0.6028638; 0.24019808; 2
L42; Allen Parish; Oakdale; LA; USA; 30.750166; -92.68847; 0.6147529; 0.22613019; 2
L45; Bakersfield Municipal; Bakersfield; CA; USA; 35.324833; -118.995834; 0.17298569; 0.46411395; 2
L49; South Lafourche; Galliano; LA; USA; 29.444822; -90.261116; 0.6595871; 0.18388951; 2
L52; Oceano County; Oceano; CA; USA; 35.101364; -120.622116; 0.14530253; 0.46790314; 2
L67; Rialto Municipal; Rialto; CA; USA; 34.129345; -117.40163; 0.19346122; 0.4124906; 2
L70; Agua Dulce Airpark; Agua Dulce; CA; USA; 34.504158; -118.31286; 0.18014011; 0.43134212; 2
L71; California City Municipal; California City; CA; USA; 35.151253; -118.01667; 0.18814984; 0.4516338; 2
L72; Trona; Trona; CA; USA; 35.812454; -117.32728; 0.20254888; 0.46999538; 2
L75; Southland; Sulphur; LA; USA; 30.13139; -93.376114; 0.6028638; 0.20377052; 2
L83; Thibodaux Municipal; Thibodaux; LA; USA; 29.747791; -90.8329; 0.6489118; 0.1934908; 2
L84; Lost Hills-Kern County; Lost Hills; CA; USA; 35.62357; -119.68624; 0.16327381; 0.47910452; 2
L92; Alamo Landing; Alamo; NV; USA; 37.36246; -115.194466; 0.24388678; 0.5110024; 2
LAA; Lamar Muni; Lamar; CO; USA; 38.069695; -102.6885; 0.44748127; 0.48917985; 2
LAF; Purdue University; Lafayette; IN; USA; 40.412315; -86.9369; 0.6977171; 0.5770298; 2
LAL; Lakeland Linder Regional; Lakeland; FL; USA; 27.988916; -82.018555; 0.812369; 0.15956038; 2
LAM; Los Alamos; Los Alamos; NM; USA; 35.879803; -106.26942; 0.3847373; 0.42087877; 2
LAN; Capital City; Lansing; MI; USA; 42.7787; -84.58736; 0.7284215; 0.6666472; 2
LAR; Laramie Regional; Laramie; WY; USA; 41.31205; -105.67499; 0.40618265; 0.61024797; 2
LAS; McCarran International; Las Vegas; NV; USA; 36.08036; -115.152336; 0.23917744; 0.46633536; 1
LAW; Lawton-Ft Sill Regional; Lawton; OK; USA; 34.567715; -98.41663; 0.51474655; 0.35979348; 2
LAX; Los Angeles International; Los Angeles; CA; USA; 33.942535; -118.40807; 0.17581898; 0.412695; 1
LBB; Lubbock International; Lubbock; TX; USA; 33.66364; -101.82278; 0.45582134; 0.33215714; 2
LBE; Arnold Palmer Regional; Latrobe; PA; USA; 40.27594; -79.4048; 0.8152581; 0.5990786; 2
LBF; North Platte Regional; North Platte; NE; USA; 41.126213; -100.683655; 0.48306587; 0.59385866; 2
LBL; Liberal Municipal; Liberal; KS; USA; 37.04421; -100.95986; 0.4743153; 0.45005548; 2
LBO; Floyd W Jones Lebanon; Lebanon; MO; USA; 37.647182; -92.653755; 0.6102885; 0.46942294; 2
LBT; Lumberton Municipal; Lumberton; NC; USA; 34.609917; -79.05945; 0.8416765; 0.40347314; 2
LBX; Brazoria County; Angleton; TX; USA; 29.108639; -95.46208; 0.5655441; 0.16687757; 2
LCG; Wayne Municipal; Wayne; NE; USA; 42.24189; -96.981415; 0.54076886; 0.63035345; 2
LCH; Lake Charles Regional; Lake Charles; LA; USA; 30.126097; -93.223404; 0.6056072; 0.20371622; 2
LCI; Laconia Municipal; Laconia; NH; USA; 43.572727; -71.4189; 0.9201485; 0.7569981; 2
LCK; Rickenbacker International; Columbus; OH; USA; 39.81376; -82.927864; 0.7618939; 0.5683837; 2
LCQ; Lake City Municipal; Lake City; FL; USA; 30.182056; -82.57686; 0.7957821; 0.23307174; 2
LDJ; Linden; Linden; NJ; USA; 40.617447; -74.24459; 0.8930775; 0.63822734; 2
LDM; Mason County; Ludington; MI; USA; 43.962532; -86.40791; 0.6984909; 0.7029841; 2
LEB; Lebanon Municipal; Lebanon; NH; USA; 43.626373; -72.30427; 0.9070262; 0.7532064; 2
LEE; Leesburg Regional; Leesburg; FL; USA; 28.822744; -81.809006; 0.813615; 0.18933725; 2
LEM; Lemmon Municipal; Lemmon; SD; USA; 45.918697; -102.10618; 0.46743387; 0.7642529; 2
LEW; Auburn-Lewiston Municipal; Auburn-Lewiston; ME; USA; 44.048473; -70.28351; 0.93392223; 0.78062904; 2
LEX; Blue Grass; Lexington; KY; USA; 38.036972; -84.60539; 0.7400376; 0.50023955; 2
LFK; Lufkin-Angelina County; Lufkin; TX; USA; 31.234015; -94.75; 0.57790387; 0.24164748; 2
LFT; Lafayette Regional; Lafayette; LA; USA; 30.20528; -91.987656; 0.6277081; 0.20782745; 2
LGA; LaGuardia; New York; NY; USA; 40.777245; -73.87261; 0.8979685; 0.6459662; 2
LGB; Long Beach (Daugherty); Long Beach; CA; USA; 33.817722; -118.15161; 0.17948444; 0.40668988; 1
LGC; LaGrange-Callaway; Lagrange; GA; USA; 33.008846; -85.07261; 0.7446086; 0.3222177; 2
LGD; La Grande/Union County; La Grande; OR; USA; 45.29021; -118.00711; 0.2370301; 0.79994094; 2
LGU; Logan-Cache; Logan; UT; USA; 41.78773; -111.852684; 0.3130364; 0.6484019; 2
LHD; Lake Hood SPB; Anchorage; AK; USA; 61.180004; -149.97194; 0.20218171; 0.13511306; 2
LHM; Lincoln Regional; Lincoln; CA; USA; 38.90916; -121.35133; 0.15449017; 0.6032109; 2
LHQ; Fairfield County; Lancaster; OH; USA; 39.755646; -82.65711; 0.76630604; 0.567349; 2
LHV; Wm T Piper Memorial; Lock Haven; PA; USA; 41.13618; -77.42053; 0.8424075; 0.6385714; 2
LHX; La Junta Muni; La Junta; CO; USA; 38.051342; -103.51069; 0.43416587; 0.4902085; 2
LHZ; Franklin County; Louisburg; NC; USA; 36.023346; -78.33027; 0.84836596; 0.4563467; 2
LIC; Limon Municipal; Limon; CO; USA; 39.272766; -103.666336; 0.43371662; 0.5336188; 2
LIH; Lihue; Lihue; HI; USA; 21.975983; -159.33896; 0.31536373; 0.15158296; 1
LIT; Adams; Little Rock; AR; USA; 34.729397; -92.22424; 0.61971396; 0.36676735; 2
LJF; Litchfield Municipal; Litchfield; MN; USA; 45.09713; -94.50727; 0.5776438; 0.73097277; 2
LKP; Lake Placid; Lake Placid; NY; USA; 44.264473; -73.96187; 0.87985426; 0.76507425; 2
LKR; Lancaster County; Lancaster; SC; USA; 34.722916; -80.85458; 0.8112762; 0.3987888; 2
LKU; Louisa County / Freeman; Louisa; VA; USA; 38.009834; -77.97014; 0.84639806; 0.52724695; 2
LKV; Lake County; Lakeview; OR; USA; 42.16111; -120.39907; 0.18653254; 0.70771086; 2
LLJ; Challis; Challis; ID; USA; 44.52298; -114.21757; 0.28812766; 0.7539037; 2
LLQ; Monticello Municipal; Monticello; AR; USA; 33.638554; -91.751015; 0.62874466; 0.3288595; 2
LLU; Lamar Municipal; Lamar; MO; USA; 37.489494; -94.31151; 0.5833415; 0.4626385; 2
LMS; Louisville-Winston County; Louisville; MS; USA; 33.14621; -89.06248; 0.6756062; 0.31611717; 2
LMT; Klamath Falls International; Klamath Falls; OR; USA; 42.156143; -121.73321; 0.16679752; 0.7165127; 2
LNA; Palm Beach County Park; Lantana; FL; USA; 26.593; -80.08505; 0.85235184; 0.121001184; 2
LNC; Lancaster; Lancaster; TX; USA; 32.57919; -96.71905; 0.5432459; 0.2888322; 2
LND; Hunt; Lander; WY; USA; 42.815235; -108.729836; 0.36340147; 0.6721887; 2
LNK; Lincoln Municipal; Lincoln; NE; USA; 40.85097; -96.75925; 0.54393137; 0.581194; 2
LNL; Kings Land O' Lakes; Land O' Lakes; WI; USA; 46.153877; -89.211945; 0.653601; 0.7735872; 2
LNN; Lost Nation; Willoughby; OH; USA; 41.683918; -81.390305; 0.7799557; 0.6396371; 2
LNP; Lonesome Pine; Wise; VA; USA; 36.98743; -82.530174; 0.7765012; 0.47087556; 2
LNS; Lancaster; Lancaster; PA; USA; 40.121716; -76.2961; 0.8638906; 0.6093749; 2
LNY; Lanai; Lanai City; HI; USA; 20.78561; -156.95142; 0.36179313; 0.109823704; 2
LOL; Derby; Lovelock; NV; USA; 40.066406; -118.56516; 0.20341711; 0.624228; 2
LOT; Lewis University; Chicago/Romeoville; IL; USA; 41.608444; -88.09094; 0.6776033; 0.6164189; 2
LOU; Bowman; Louisville; KY; USA; 38.228; -85.66372; 0.7225584; 0.50365937; 2
LOZ; London-Corbin  Magee; London; KY; USA; 37.087276; -84.076775; 0.75103617; 0.4686705; 2
LPC; Lompoc; Lompoc; CA; USA; 34.66561; -120.46679; 0.145509; 0.45188642; 2
LPR; Lorain Co Regional; Lorain/Elyria; OH; USA; 41.344276; -82.177635; 0.7689926; 0.6247244; 2
LQK; Pickens County; Pickens; SC; USA; 34.80997; -82.70289; 0.7800582; 0.3939653; 2
LQR; Larned-Pawnee County; Larned; KS; USA; 38.208096; -99.086075; 0.50586605; 0.4890167; 2
LRD; Laredo International; Laredo; TX; USA; 27.54374; -99.46154; 0.49168658; 0.114120424; 2
LRG; Lincoln Regional; Lincoln; ME; USA; 45.36216; -68.534744; 0.9511448; 0.83695567; 2
LRJ; Le Mars Municipal; Le Mars; IA; USA; 42.77802; -96.19369; 0.55283016; 0.64913243; 2
LRU; Las Cruces International; Las Cruces; NM; USA; 32.289417; -106.921974; 0.36529508; 0.29701328; 2
LSB; Lordsburg Municipal; Lordsburg; NM; USA; 32.33278; -108.69097; 0.3347361; 0.30498505; 2
LSE; La Crosse Municipal; La Crosse; WI; USA; 43.87938; -91.25654; 0.626524; 0.6908853; 2
LSK; Lusk Muni; Lusk; WY; USA; 42.753807; -104.40456; 0.4284347; 0.6577711; 2
LSN; Los Banos Municipal; Los Banos; CA; USA; 37.062904; -120.86925; 0.15192065; 0.53671426; 2
LUG; Ellington; Lewisburg; TN; USA; 35.506973; -86.80389; 0.7097369; 0.40467256; 2
LUK; Cincinnati Muni-Lunken; Cincinnati; OH; USA; 39.103344; -84.41862; 0.740323; 0.5383024; 2
LUL; Hesler-Noble; Laurel; MS; USA; 31.672552; -89.172226; 0.67592406; 0.2641058; 2
LUP; Kalaupapa; Kalaupapa; HI; USA; 21.21104; -156.9736; 0.36135882; 0.12463784; 2
LVJ; Clover; Houston; TX; USA; 29.521305; -95.242165; 0.5694726; 0.18137574; 2
LVK; Livermore Municipal; Livermore; CA; USA; 37.6934; -121.82035; 0.14040123; 0.56514287; 2
LVM; Mission; Livingston; MT; USA; 45.69939; -110.4483; 0.3467256; 0.77862763; 2
LVN; Airlake; Minneapolis; MN; USA; 44.627853; -93.22811; 0.59667104; 0.71521926; 2
LVS; Las Vegas Municipal; Las Vegas; NM; USA; 35.65422; -105.14239; 0.40299127; 0.40970778; 2
LWB; Greenbrier Valley; Lewisburg; WV; USA; 37.858307; -80.399475; 0.80813855; 0.5102695; 2
LWC; Lawrence Municipal; Lawrence; KS; USA; 39.01115; -95.216576; 0.56829846; 0.51614916; 2
LWD; Lamoni Municipal; Lamoni; IA; USA; 40.63333; -93.90217; 0.58856934; 0.57403374; 2
LWL; Wells Municipal/Harriet; Wells; NV; USA; 41.118534; -114.922264; 0.26383498; 0.6397191; 2
LWM; Lawrence Municipal; Lawrence; MA; USA; 42.71721; -71.12343; 0.92905414; 0.72981083; 2
LWS; Lewiston-Nez Perce County; Lewiston; ID; USA; 46.374496; -117.015396; 0.25609073; 0.83148867; 2
LWT; Lewistown Muni; Lewistown; MT; USA; 47.04914; -109.4666; 0.36478174; 0.8218063; 2
LWV; Lawrenceville-Vincennes Municipal; Lawrenceville; IL; USA; 38.764297; -87.6055; 0.69032323; 0.5173528; 2
LXL; Little Falls - Morrison County; Little Falls; MN; USA; 45.949436; -94.347084; 0.5796831; 0.7608941; 2
LXN; Lexington (Jim Kelly); Lexington; NE; USA; 40.791; -99.777275; 0.4968476; 0.58096915; 2
LXT; Lee's Summit Municipal; Lee's Summit; MO; USA; 38.95975; -94.37158; 0.5818318; 0.5146201; 2
LXV; Lake County; Leadville; CO; USA; 39.22027; -106.31669; 0.3915472; 0.5384991; 2
LXY; Mexia-Limestone County; Mexia; TX; USA; 31.639835; -96.514725; 0.5466978; 0.25571722; 2
LYH; Lynchburg Municipal-Preston Glenn; Lynchburg; VA; USA; 37.326687; -79.20043; 0.8293023; 0.49732494; 2
LYO; Lyons-Rice County Municipal; Lyons; KS; USA; 38.342613; -98.2271; 0.51981866; 0.4931203; 2
LZU; Gwinnett County; Lawrenceville; GA; USA; 33.978077; -83.96238; 0.76113474; 0.36004597; 2
M01; General Dewitt Spain; Memphis; TN; USA; 35.20069; -90.05398; 0.655813; 0.38655692; 2
M02; Dickson Municipal; Dickson; TN; USA; 36.12932; -87.43007; 0.6981069; 0.424936; 2
M03; Dennis F Cantrell; Conway; AR; USA; 35.080807; -92.424965; 0.6160393; 0.3789538; 2
M04; Covington Municipal; Covington; TN; USA; 35.583366; -89.58722; 0.663114; 0.40091354; 2
M05; Caruthersville Memorial; Caruthersville; MO; USA; 36.175068; -89.67508; 0.6608202; 0.4216234; 2
M08; William L. Whitehurst; Bolivar; TN; USA; 35.21446; -89.043365; 0.672768; 0.38898766; 2
M09; Piedmont Municipal; Piedmont; MO; USA; 37.126717; -90.7129; 0.642492; 0.45345825; 2
M11; Copiah County; Crystal Springs; MS; USA; 31.902937; -90.368706; 0.65461063; 0.2698729; 2
M13; Poplarville-Pearl River County; Poplarville; MS; USA; 30.78602; -89.50451; 0.6713485; 0.23231786; 2
M15; Perry County; Linden; TN; USA; 35.5959; -87.87669; 0.6916625; 0.4050455; 2
M16; John Bell Williams; Raymond; MS; USA; 32.30334; -90.408485; 0.65342146; 0.28387797; 2
M17; Bolivar Municipal; Bolivar; MO; USA; 37.59693; -93.34765; 0.5990155; 0.4670443; 2
M18; Hope Municipal; Hope; AR; USA; 33.72009; -93.658844; 0.5959446; 0.3298207; 2
M19; Newport Municipal; Newport; AR; USA; 35.63772; -91.17638; 0.63648117; 0.40018135; 2
M21; Muhlenberg County; Greenville; KY; USA; 37.225613; -87.157524; 0.7004837; 0.46424627; 2
M22; Russellville Municipal; Russellville; AL; USA; 34.44954; -87.71031; 0.6965322; 0.36509532; 2
M23; James H. Easom; Newton; MS; USA; 32.31181; -89.135895; 0.67559904; 0.2866302; 2
M24; Dean Griffin Memorial; Wiggins; MS; USA; 30.843245; -89.159775; 0.6773866; 0.23504853; 2
M25; Mayfield-Graves County; Mayfield; KY; USA; 36.76911; -88.584724; 0.6779248; 0.44477737; 2
M27; Waldron Municipal; Waldron; AR; USA; 34.8751; -94.10993; 0.58772343; 0.37030935; 2
M29; Hassel; Clifton; TN; USA; 35.385075; -87.96753; 0.69051975; 0.39740157; 2
M30; Metropolis Municipal; Metropolis; IL; USA; 37.185886; -88.75061; 0.67453086; 0.4591233; 2
M32; Lake Village Municipal; Lake Village; AR; USA; 33.345978; -91.3157; 0.6365172; 0.31914192; 2
M33; Sumner County Regional; Gallatin; TN; USA; 36.376846; -86.40876; 0.7144923; 0.43637735; 2
M34; Kentucky Dam State Park; Gilbertsville; KY; USA; 37.0095; -88.29587; 0.6822646; 0.45389146; 2
M36; Frank Federer Memorial; Brinkley; AR; USA; 34.88; -91.17644; 0.63728607; 0.37343484; 2
M37; Ruleville-Drew; Drew; MS; USA; 33.77639; -90.52501; 0.6496148; 0.33553153; 2
M39; Mena Intermountain Municipal; Mena; AR; USA; 34.545395; -94.20265; 0.5862866; 0.35861236; 2
M40; Monroe County; Aberdeen-Amory; MS; USA; 33.87375; -88.48968; 0.6842789; 0.34297383; 2
M41; Holly Springs-Marshall County; Holly Springs; MS; USA; 34.804348; -89.52111; 0.6653314; 0.37357157; 2
M43; Prentiss-Jefferson Davis County; Prentiss; MS; USA; 31.595446; -89.90619; 0.66312945; 0.2599182; 2
M44; Houston Municipal; Houston; MS; USA; 33.89178; -89.023674; 0.67513096; 0.34243453; 2
M46; Colstrip; Colstrip; MT; USA; 45.85285; -106.709274; 0.4009118; 0.77188617; 2
M48; Houston Memorial; Houston; MO; USA; 37.330093; -91.97317; 0.62165326; 0.45893925; 2
M52; Franklin-Wilkins; Lexington; TN; USA; 35.651318; -88.37894; 0.683186; 0.40582514; 2
M53; Humboldt Municipal; Humboldt; TN; USA; 35.80218; -88.87495; 0.6746721; 0.41005945; 2
M54; Lebanon Municipal; Lebanon; TN; USA; 36.19042; -86.3157; 0.71642494; 0.43008137; 2
M58; Monett Municipal; Monett; MO; USA; 36.906216; -94.01276; 0.5884754; 0.4421665; 2
M59; Richton-Perry County; Richton; MS; USA; 31.3174; -88.93505; 0.68064076; 0.25216174; 2
M60; Woodruff County; Augusta; AR; USA; 35.27175; -91.2704; 0.6352908; 0.38712734; 2
M65; Wynne Municipal; Wynne; AR; USA; 35.2316; -90.76155; 0.6438848; 0.38646668; 2
M70; Pocahontas Municipal; Pocahontas; AR; USA; 36.24551; -90.95521; 0.6395022; 0.42196697; 2
M72; New Albany-Union County; New Albany; MS; USA; 34.547222; -89.02417; 0.6741157; 0.36551535; 2
M73; Almyra Municipal; Almyra; AR; USA; 34.412327; -91.46635; 0.6328577; 0.35652608; 2
M75; Malta; Malta; MT; USA; 48.366943; -107.91934; 0.39000374; 0.8623448; 2
M76; Picayune Municipal; Picayune; MS; USA; 30.487484; -89.65119; 0.6691574; 0.22155929; 2
M77; Howard County; Nashville; AR; USA; 33.99674; -93.838135; 0.59273654; 0.3394602; 2
M78; Malvern Municipal; Malvern; AR; USA; 34.333317; -92.7615; 0.61090153; 0.35221916; 2
